"","gene1","gene2"
"38979","BMPR1B","TRAF6"
"38980","ADRB2","UBC"
"38982","ARRB2","MDM2"
"38983","ARRB2","ITCH"
"38985","ARRB1","MDM2"
"38986","ARRB1","ITCH"
"38994","CDH1","FOXM1"
"38995","FOXM1","CDH1"
"39002","ACVR2A","MAGI2"
"39004","ATPAF1","ATP5A1"
"39005","ATPAF1","ATP5B"
"39006","ADRA1B","AP2M1"
"39007","PSEN1","PSEN1"
"39009","TRIM21","USP4"
"39013","IL2RG","CAPNS1"
"39014","FAM84B","CTNNA1"
"39015","KEAP1","NFE2L2"
"39016","NFE2L2","UBC"
"39017","NKD2","UBC"
"39018","TGFA","NKD2"
"39019","NKD2","RNF25"
"39021","TRAF6","UBC"
"39022","TNFRSF1A","RIPK1"
"39023","UBC","RIPK1"
"39024","UBC","IRAK1"
"39026","RBBP8","RBL2"
"39028","HGS","CLTC"
"39029","LIG1","MRE11A"
"39030","EMILIN1","EMILIN2"
"39031","KDR","ANXA5"
"39032","ESR2","MKNK2"
"39039","DLK1","GAS1"
"39040","DLK1","GRN"
"39042","TOP3B","GRN"
"39050","TWIST1","TCF3"
"39051","TCF3","TWIST1"
"39054","IRS1","PTK2"
"39055","PIK3R1","GAB1"
"39056","GAB1","PTPN11"
"39057","PCNA","UBC"
"39058","ITCH","ITCH"
"39059","ITCH","ITCH"
"39060","ITCH","NFE2"
"39061","NFE2","ITCH"
"39062","JUN","UBC"
"39064","CD81","UBC"
"39065","CD151","UBC"
"39066","PML","UBC"
"39072","UBC","TP53"
"39075","HIF1A","UBC"
"39076","HIF1A","VHL"
"39080","UBC","Dll1"
"39082","RNF103","VCP"
"39083","RNF103","UBC"
"39084","MYOD1","ID1"
"39085","FANCD2","UBC"
"39086","JDP2","IRF2BP1"
"39087","JDP2","ATF7"
"39088","JDP2","JUND"
"39089","JDP2","JUN"
"39090","IRF2BP1","JDP2"
"39091","JDP2","IRF2BP1"
"39092","ATF2","IRF2BP1"
"39093","JDP2","UBC"
"39094","SMURF2","TRAF2"
"39095","TNFRSF1B","TRAF2"
"39096","TNFRSF1B","SMURF2"
"39097","SMURF2","UBC"
"39098","TNFRSF1B","UBC"
"39101","UCHL1","TP53"
"39102","MDM2","FOXO4"
"39103","MDM2","TP53"
"39104","MDM2","FOXO4"
"39105","FOXO4","MDM2"
"39106","ERBB2","UBC"
"39107","ERBB2","HSP90AA1"
"39108","UBC","RPS27A"
"39109","UBC","CCAR1"
"39110","UBC","THRA"
"39111","UBC","HDAC3"
"39114","UBC","CDK1"
"39115","UBC","SALL2"
"39116","UBC","KCNH5"
"39117","UBC","GPR158"
"39120","UBC","LIG1"
"39121","UBC","RBM27"
"39122","UBC","HDAC3"
"39123","UBC","THRA"
"39124","UBC","CDK1"
"39127","SUMO2","ARNTL"
"39128","SUMO3","ARNTL"
"39129","ARNTL","UBC"
"39130","ARNTL","SUMO3"
"39131","SMURF1","UBC"
"39134","SMAD5","SMURF1"
"39142","AP4M1","AP4E1"
"39145","AP4E1","AP4S1"
"39146","NFKBIA","UBE2D1"
"39150","PPIP5K1","IRF3"
"39151","TBK1","IRF3"
"39154","DDX58","IRF3"
"39155","DDX58","UBC"
"39156","TBK1","UBC"
"39158","TRAF6","PPP4C"
"39159","PPP4C","TRAF6"
"39160","TRAF6","PPP4C"
"39161","PPP4C","TRAF6"
"39162","TLR4","PPP4C"
"39163","TRAF6","UBC"
"39167","SCNN1A","UBC"
"39168","SCNN1G","UBC"
"39171","USP10","SCNN1A"
"39177","APOA1","APOC1"
"39178","APOA1","SAA2"
"39180","PCNA","HUS1"
"39182","HUS1","PCNA"
"39183","PCNA","FEN1"
"39185","PCNA","CDKN1A"
"39186","CDKN1A","PCNA"
"39188","RAB4A","DYNC1LI1"
"39189","RAB5A","RAB37"
"39191","RAB6A","KIF20A"
"39192","RAB6A","KIF20A"
"39193","RAG1","KPNA2"
"39194","RPLP1","RPLP1"
"39195","RPLP2","RPLP1"
"39198","SNAP23","STX4"
"39199","SNAP23","VAMP3"
"39200","YY1","PPIA"
"39209","EPHB2","YES1"
"39212","BMPR2","ACVR1"
"39214","TGFBR2","ACVR1"
"39215","CDH1","CBLL1"
"39216","PPL","KRT8"
"39218","PPL","KRT8"
"39219","ITGA2","RABIF"
"39220","ITGA5","RABIF"
"39221","ITGA6","RABIF"
"39222","ITGA6","BIN1"
"39223","CDK16","S100A10"
"39224","CDK16","YWHAZ"
"39226","CDK16","YWHAQ"
"39227","AP1G1","SYP"
"39228","SYP","AP1G1"
"39229","ABCA1","SNTB2"
"39230","ABCA1","UGP1"
"39231","ABCA1","SDHB"
"39232","ABCA1","AOX1"
"39233","ABCA1","PRPF8"
"39234","SNTB2","ABCA1"
"39238","TLE2","TLE2"
"39242","HES1","TLE2"
"39243","HES1","TLE2"
"39244","FLII","LRRFIP2"
"39245","FLII","LRRFIP1"
"39249","EPHB1","NCK1"
"39250","NCK1","NCKIPSD"
"39251","NCKIPSD","NCK1"
"39252","NCK1","NCKIPSD"
"39262","AP1G1","AP2M1"
"39263","AP1G1","AP1B1"
"39264","AP1G1","AP2S1"
"39265","AP1G1","AP1M1"
"39266","AP1G1","AP1S1"
"39267","AP1B1","AP2M1"
"39268","AP1B1","AP1M1"
"39269","CSPG4","GRIP1"
"39272","MAD2L1","ESR2"
"39274","KHDRBS1","RAPSN"
"39275","CUL1","SKP1"
"39285","IGF1R","UBC"
"39286","MDM2","IGF1R"
"39287","CBL","IGF1R"
"39289","IGF1R","CBL"
"39290","IGF1R","MDM2"
"39291","TP53","UBC"
"39292","EGFR","UBC"
"39293","IGF1R","EEA1"
"39297","ABI2","UBC"
"39298","UBC","NOTCH1"
"39299","NOTCH1","UBC"
"39300","ITCH","NUMB"
"39301","ITCH","DTX1"
"39305","CUL1","NEDD8"
"39306","CDH1","UBC"
"39307","TNFRSF1A","RIPK1"
"39310","NFKB2","UBC"
"39311","WRNIP1","UBC"
"39312","TRAF6","UBC"
"39313","TRAF6","TRAF6"
"39314","IKBKG","TRAF6"
"39315","ATXN3","UBC"
"39321","CUL4B","DDB1"
"39322","CUL4B","DDB2"
"39324","DDB2","DDB1"
"39325","DDB2","CUL4B"
"39328","DDB1","CUL4B"
"39330","CHFR","MAD2L1"
"39331","MAD2L1","CDC20"
"39333","HSP90AA1","TGFBR2"
"39334","HSP90AA1","TJP1"
"39336","TGFBR2","HSP90AA1"
"39338","HSP90AA1","TGFBR2"
"39339","NPLOC4","UFD1L"
"39340","NPLOC4","VCP"
"39345","MDM2","CDKN2A"
"39347","UBC","MDM2"
"39352","UBC","TP53"
"39356","TTYH2","UBC"
"39357","TTYH3","UBC"
"39361","HNRNPD","HSPB1"
"39362","HNRNPD","HSPB1"
"39363","HNRNPD","HSPA4"
"39364","HNRNPD","HSPA8"
"39365","HNRNPD","EIF4G1"
"39366","HNRNPD","HNRNPD"
"39367","HNRNPD","HSPB1"
"39369","PRLR","UBC"
"39370","PRMT3","RPS2"
"39371","RPS2","PRMT3"
"39372","UBC","RPS2"
"39373","KCTD5","CUL3"
"39374","KCTD5","CUL3"
"39375","KCTD5","UBC"
"39376","KCTD5","KCTD5"
"39379","SP1","UBC"
"39380","UBC","SP1"
"39381","SP1","PSMC5"
"39382","SP1","PSMC5"
"39383","BIRC2","UBC"
"39384","BIRC3","UBC"
"39386","RIPK1","UBC"
"39387","RIPK1","BIRC2"
"39388","RIPK1","BIRC3"
"39390","CASP8","RIPK1"
"39391","BIRC2","RIPK1"
"39392","BIRC3","RIPK1"
"39393","MDM2","UBC"
"39394","TP53","UBC"
"39400","NCOR2","THRB"
"39401","NCOR2","RXRA"
"39402","NCOR2","VDR"
"39403","NCOR1","VDR"
"39407","BCL2L11","MCL1"
"39408","BCL2L11","BCL2"
"39409","BCL2L11","BCL2L2"
"39410","BCL2L11","BCL2A1"
"39412","STAP2","PTK6"
"39414","ARHGDIA","RAC2"
"39415","ARHGDIA","RHOH"
"39416","ARHGDIA","RHOG"
"39417","ARHGDIA","RHOA"
"39420","CRX","ATXN7"
"39421","HSPB1","TGFB1I1"
"39422","HSPB1","TGFB1I1"
"39423","TGFB1I1","HSPB1"
"39429","FYB","SKAP1"
"39430","PRKAG1","PRKAA1"
"39431","PRKAG1","PRKAA2"
"39432","PRKAG1","PRKAB1"
"39433","PRKAG1","PRKAB2"
"39434","PRKAG2","PRKAB1"
"39435","PRKAG2","PRKAB2"
"39436","PRKAG3","PRKAB1"
"39437","PRKAG3","PRKAB2"
"39444","GABBR2","ATF4"
"39445","BCL6","NCOR2"
"39447","DNM1L","GSK3B"
"39448","RANBP9","C20orf11"
"39450","RANBP9","C20orf11"
"39451","RANBP9","MKLN1"
"39452","RANBP9","MKLN1"
"39455","AIPL1","NUB1"
"39456","AIPL1","NUB1"
"39457","SPTBN2","UNC13B"
"39460","BACH1","PATZ1"
"39461","CCT5","THEG"
"39462","RAB11FIP2","RAB25"
"39463","RAB11FIP2","RAB11A"
"39464","RAB11FIP5","RAB25"
"39465","RAB11FIP5","RAB11A"
"39466","PTPN11","PTPN11"
"39469","THRB","NCOR2"
"39470","GFI1","PIAS3"
"39471","PIAS3","GFI1"
"39473","GNGT1","GNB2"
"39474","GNGT2","GNB2"
"39475","GNGT2","GNB4"
"39478","GNG3","GNB2"
"39479","GNG3","GNB3"
"39480","GNG3","GNB4"
"39482","GNG4","GNB2"
"39483","GNG4","GNB3"
"39484","GNG4","GNB4"
"39486","GNG5","GNB2"
"39487","GNG5","GNB3"
"39488","GNG5","GNB4"
"39490","GNG7","GNB2"
"39491","GNG7","GNB3"
"39492","GNG7","GNB4"
"39493","GNG7","GNB5"
"39495","ARF3","GGA3"
"39501","EXOSC4","EXOSC4"
"39503","EXOSC7","EXOSC4"
"39505","EXOSC7","EXOSC6"
"39507","EXOSC5","EXOSC8"
"39512","EXOSC8","EXOSC5"
"39513","EXOSC8","EXOSC6"
"39516","GSK3B","NIN"
"39520","BRCA1","BRAP"
"39536","TXNRD2","NCOA2"
"39537","VDR","NCOA2"
"39538","RARA","NCOA2"
"39546","BCCIP","CDKN1A"
"39548","HRAS","SNRPE"
"39550","HRAS","RAF1"
"39557","DCC","PTK2"
"39558","DCC","PTK2B"
"39559","PTK2","DCC"
"39560","PTK2","NEO1"
"39561","PTK2","NEO1"
"39562","PTK2","DCC"
"39563","UBC","CFLAR"
"39564","CFLAR","TP53"
"39565","CFLAR","ITCH"
"39566","TP53","ITCH"
"39567","TP53","CFLAR"
"39568","CHEK1","CDC25A"
"39570","IFNAR1","UBC"
"39571","IFNAR1","TYK2"
"39572","IFNAR1","AP2M1"
"39573","TRIM63","PDHB"
"39574","TRIM63","PDK4"
"39575","TRIM63","PKM2"
"39576","TRIM63","ENO3"
"39577","TRIM63","PYGM"
"39578","GABRB3","UBC"
"39584","ATF5","UBC"
"39585","CDC34","ATF5"
"39588","NUFIP1","BRCA1"
"39593","NTRK1","TRAF6"
"39594","NTRK1","SQSTM1"
"39595","ZAP70","UBC"
"39598","KAT5","TRIM68"
"39599","MDM2","DHFR"
"39600","MDM2","DHFR"
"39601","DHFR","MDM2"
"39602","DHFR","TP53"
"39603","DHFR","MDM2"
"39604","DHFR","MDM2"
"39605","MDM2","DHFR"
"39606","CLSPN","PCNA"
"39607","CLSPN","TIMELESS"
"39608","TIMELESS","PCNA"
"39611","RIPK1","UBC"
"39613","AIMP1","SMURF2"
"39614","AIMP1","SMURF2"
"39615","SMURF2","AIMP1"
"39616","SMURF2","SMAD7"
"39617","SMURF2","UBC"
"39618","UBC","TGFBR2"
"39621","UBA5","SUMO2"
"39622","ATXN1","UBE2E1"
"39623","ATXN1","UBE2E1"
"39624","UBE2E1","ATXN1"
"39625","COIL","ATXN1"
"39626","ATXN1","UBE2E1"
"39627","UBE2E1","ATXN1"
"39628","S100A10","UBC"
"39629","UBC","S100A10"
"39630","S100A10","ANXA2"
"39631","ANXA2","S100A10"
"39642","CUL3","DNTT"
"39643","DNTT","CUL3"
"39644","UBC","DNTT"
"39646","GNL3","MDM2"
"39647","MDM2","GNL3"
"39648","GNL3","MDM2"
"39651","FBXL6","ETV6"
"39652","ETV6","FBXL6"
"39653","UBC","ETV6"
"39654","SKP1","ETV6"
"39655","ETV6","FBXL6"
"39656","UBC","HIF1A"
"39657","HIF1A","VHL"
"39658","CREBBP","HIF1A"
"39659","UBC","PRPF8"
"39660","KEAP1","NFE2L2"
"39661","KEAP1","CUL3"
"39665","GNAO1","RGS20"
"39666","RGS20","GNAO1"
"39667","RGS20","UBC"
"39670","CDC6","PPP2R3A"
"39673","CDC6","PPP2R3A"
"39676","CCAR1","MDM2"
"39677","CCAR1","TP53"
"39678","MDM2","UBC"
"39679","TP53","UBC"
"39680","SFN","UBC"
"39685","LRP6","UBC"
"39693","TBL1X","CTBP1"
"39694","NRIP1","CTBP1"
"39695","TBL1X","TBL1XR1"
"39696","PIK3R1","FGFR2"
"39697","PIK3R1","CBL"
"39698","PIK3R1","UBC"
"39699","RELA","DHX9"
"39701","EPAS1","Ruvbl1"
"39702","SYVN1","ERN1"
"39703","ERN1","UBC"
"39704","E2F1","GSK3B"
"39705","E2F1","UBC"
"39706","UBC","E2F1"
"39707","ZIC2","RNF180"
"39708","RNF180","ZIC2"
"39709","RNF180","ZIC2"
"39710","RNF180","UBC"
"39711","ZIC2","UBC"
"39712","BAX","UBC"
"39713","TP53","UBC"
"39714","KEAP1","UBC"
"39715","NFE2L2","UBC"
"39716","FBXO32","EIF3A"
"39717","EIF3A","FBXO32"
"39718","EIF3A","UBC"
"39719","HERC6","HERC3"
"39724","HERC3","NME2"
"39726","UBQLN1","HERC3"
"39727","UBC","HERC3"
"39728","HERC5","NME2"
"39729","HERC5","NME2"
"39730","HERC6","NME2"
"39731","UBC","ATP1B1"
"39733","IRAK1","UBC"
"39734","TRAF6","UBC"
"39735","IKBKG","IRAK1"
"39736","IKBKG","IRAK1"
"39737","ZBTB16","UBC"
"39739","ERBB4","UBC"
"39740","ERBB4","ITCH"
"39741","ITCH","ERBB4"
"39742","ITCH","ERBB4"
"39744","TP53","MDM2"
"39746","MDM2","TP53"
"39747","NF2","VprBP"
"39748","NF2","DDB1"
"39749","VprBP","NF2"
"39750","DDB1","NF2"
"39753","NF2","VprBP"
"39754","NF2","VprBP"
"39755","NF2","DDB1"
"39758","VprBP","NF2"
"39759","NF2","UBC"
"39762","KIF23","BIRC6"
"39763","BIRC6","KIF23"
"39764","USP8","KIF23"
"39765","USP8","BIRC6"
"39766","UBC","KIF23"
"39767","IRAK1","UBC"
"39768","PELI3","UBC"
"39769","PELI1","UBC"
"39770","PELI2","UBC"
"39771","PELI3","IRAK1"
"39772","PELI3","TRAF6"
"39776","SIAH2","AKAP1"
"39778","SCNN1A","UBC"
"39780","SCNN1G","UBC"
"39781","DUSP1","MAPK1"
"39782","DUSP1","SKP2"
"39783","DUSP1","UBC"
"39786","TSG101","UBC"
"39787","IL6ST","UBC"
"39788","Il6st","UBC"
"39789","Il6st","PTPN11"
"39790","Il6st","CBL"
"39791","CBL","PTPN11"
"39792","PTPN11","CBL"
"39793","NPM1","UBC"
"39794","UBE2D3","DAPK3"
"39795","UBC","DAPK3"
"39796","HLTF","PCNA"
"39797","HLTF","UBE2N"
"39798","HLTF","UBE2V2"
"39799","HLTF","RAD18"
"39800","HLTF","UBE2V2"
"39801","HLTF","UBE2N"
"39802","HLTF","RAD18"
"39803","PCNA","UBC"
"39804","UBC","PCNA"
"39805","EGFR","CBL"
"39806","EGFR","UBC"
"39809","TRA@","SYVN1"
"39810","IGHM","SYVN1"
"39811","RNF43","UBC"
"39815","TRIM5","TRIM5"
"39816","TRIM5","UBC"
"39817","TRIM21","UBC"
"39818","PSME3","MDM2"
"39819","PSME3","TP53"
"39820","MDM2","PSME3"
"39821","PSME3","MDM2"
"39822","TP53","PSME3"
"39823","PSME3","TP53"
"39824","MDM2","TP53"
"39825","TP53","UBC"
"39826","EGFR","UBC"
"39827","CBL","UBE2D1"
"39828","CBL","UBC"
"39829","EGFR","CBL"
"39830","EGFR","HGS"
"39831","NFKBIA","UBC"
"39834","NEDD4L","NEDD4L"
"39835","NEDD4L","NEDD4L"
"39836","NEDD4L","UBC"
"39838","SCNN1G","ubc"
"39841","PTEN","UBC"
"39843","ADRM1","UBC"
"39851","UBC","CDC25A"
"39852","UBC","SMAD3"
"39853","UBC","RCAN1"
"39854","HERPUD1","UBQLN1"
"39857","UBQLN1","HERPUD1"
"39860","JDP2","ATF2"
"39861","ATF2","JDP2"
"39862","HIF1A","NR4A1"
"39863","HIF1A","UBC"
"39864","NR4A1","VHL"
"39865","VHL","NR4A1"
"39866","VHL","NR4A1"
"39867","VHL","HIF1A"
"39868","VHL","TCEB1"
"39869","NR4A1","HIF1A"
"39870","2-Sep","ISG15"
"39875","ARHGDIB","KLHL12"
"39876","KLHL12","CUL3"
"39877","CUL3","KLHL12"
"39880","CUL3","ARHGDIB"
"39881","KLHL12","UBC"
"39882","NUMBL","TAB2"
"39883","TAB2","NUMBL"
"39884","TAB2","NUMBL"
"39885","NUMBL","TAB2"
"39886","TRAF6","UBC"
"39887","TRAF6","TAB2"
"39888","RIPK1","UBC"
"39889","RIPK1","TAB2"
"39890","TSC2","UBC"
"39891","TSC2","UBE3A"
"39892","UBE3A","TSC2"
"39896","AKT1","UBC"
"39897","MAPT","UBC"
"39899","AKT1","MARK2"
"39900","MARK2","AKT1"
"39909","FANCM","FANCM"
"39910","FANCM","FANCA"
"39911","FANCM","C17orf70"
"39912","FANCM","FANCE"
"39913","FANCM","FANCL"
"39914","FANCM","C19orf40"
"39915","FANCM","C19orf40"
"39916","VHL","POLR2A"
"39917","POLR2A","EGLN2"
"39919","POLR2A","UBC"
"39920","PCNA","UBC"
"39921","SIAH1","HIF1AN"
"39922","HIF1AN","UBC"
"39926","RPS6KB1","UBC"
"39927","UBC","RPS6KB1"
"39961","SPRY2","CBL"
"39962","EGFR","CBL"
"39963","CBL","SPRY4"
"39964","MET","CBL"
"39965","SH2B2","CBL"
"39966","GRB2","CBL"
"39967","SPRY2","CBL"
"39968","EGFR","CBL"
"39969","MET","CBL"
"39970","UBC","TP53"
"39971","FANCD2","KAT5"
"39972","KAT5","FANCD2"
"39973","KAT5","RCHY1"
"39974","KAT5","FANCD2"
"39975","KAT5","FANCD2"
"39976","FANCD2","KAT5"
"39978","TTYH2","UBC"
"39979","NUAK1","USP9X"
"39980","MARK4","USP9X"
"39981","USP9X","NUAK1"
"39982","USP9X","MARK4"
"39983","NUAK1","UBC"
"39984","MARK4","UBC"
"39985","USP9X","NUAK1"
"39986","USP9X","MARK4"
"39987","NUAK1","UBC"
"39988","NUAK2","UBC"
"39989","BRSK1","UBC"
"39991","MARK1","UBC"
"39992","MARK3","UBC"
"39993","MARK4","UBC"
"39994","CUL3","KEAP1"
"39995","CUL3","KEAP1"
"39997","HSPA4","UBC"
"39999","RFC2","UBC"
"40000","RFC1","RAD17"
"40002","RFC1","RFC2"
"40003","RFC1","RFC3"
"40004","RFC1","RFC4"
"40005","RFC1","RFC5"
"40006","MAPK1","CIITA"
"40007","CDK1","CIITA"
"40008","CIITA","MAPK3"
"40009","CIITA","MAPK1"
"40010","MAPK1","CIITA"
"40011","XPO1","CIITA"
"40012","HSP90B1","BIRC2"
"40013","HSP90B1","BIRC2"
"40014","UBC","BIRC2"
"40015","SDCBP","TRAF6"
"40016","TRAF6","SDCBP"
"40017","TRAF6","IRAK1"
"40018","BIRC2","UBC"
"40019","KCNN4","UBC"
"40020","TP53","MDM2"
"40021","TP53","HSPA4"
"40023","TRIM63","Ckm"
"40024","TRIM63","CKM"
"40025","Trim54","CKM"
"40026","CKM","TRIM63"
"40027","CKM","UBC"
"40028","GMEB1","UBC"
"40029","HIBADH","UBC"
"40035","AMFR","DERL3"
"40039","UBC","IKBKG"
"40040","OPRK1","UBC"
"40041","UBC","OPRK1"
"40042","UBC","MAGEA11"
"40043","MAGEA11","MAGEA11"
"40049","IKBKG","CHUK"
"40050","IKBKG","IKBKB"
"40051","ATXN7L3","TRRAP"
"40052","ATXN7L3","ATXN7"
"40053","ATXN7L3","KAT2A"
"40054","ATXN7L3","USP22"
"40056","ATXN7L3","TAF10"
"40057","USP22","TRRAP"
"40058","USP22","ATXN7"
"40059","USP22","KAT2A"
"40060","USP22","ATXN7L3"
"40062","USP22","TAF10"
"40063","ATXN7","TRRAP"
"40064","ATXN7","USP22"
"40065","ATXN7","KAT2A"
"40066","ATXN7","ATXN7L3"
"40068","ATXN7","TAF10"
"40076","HIST2H2BE","UBC"
"40077","NCOR1","DZIP3"
"40079","DZIP3","UBE2D2"
"40080","DZIP3","HIST2H2BE"
"40081","DZIP3","HIST2H2BE"
"40082","DZIP3","UBE2D2"
"40083","SUPT16H","HIST2H2BE"
"40086","PTK2","TP53"
"40087","PTK2","TP53"
"40088","PTK2","MDM2"
"40089","VCP","UBC"
"40090","VCP","UFD1L"
"40093","VCP","ATXN3"
"40094","FBXW7","PPARGC1A"
"40095","PPARGC1A","FBXW7"
"40096","FBXW7","PPARGC1A"
"40097","PPARGC1A","UBC"
"40098","GSK3B","PPARGC1A"
"40105","C3","C5"
"40108","RUNX1T1","GFI1"
"40109","RUNX1T1","GFI1"
"40110","RUNX1T1","ZBTB16"
"40111","SELPLG","MSN"
"40112","ELL","SNF8"
"40113","E2F4","TFDP2"
"40115","WASL","WIPF1"
"40117","IKBKG","IRAK1"
"40118","IRAK1","IKBKG"
"40119","IRAK1","CHUK"
"40120","IRAK1","IKBKB"
"40121","IKBKG","TRAF6"
"40122","IRAK1","UBC"
"40123","MET","STAT3"
"40124","TAB2","TRAF6"
"40125","TAB2","IRAK1"
"40126","CTLA4","JAK2"
"40127","FGFR1","KPNB1"
"40134","ICOS","ICOS"
"40135","NTRK1","SQSTM1"
"40136","UBC","Sqstm1"
"40137","UBC","Ntrk1"
"40138","GRIN2A","Dlgap2"
"40139","GRIN2B","Dlgap2"
"40140","GRIN2D","Dlgap2"
"40141","GRIN2B","DLG4"
"40142","GRIN2B","DLG4"
"40147","AXIN2","GSK3B"
"40149","SQSTM1","NTRK1"
"40150","SQSTM1","Ntrk1"
"40151","CSN1S1","SAP130"
"40152","COPS5","SAP130"
"40153","CSN1S1","SAP130"
"40154","CPSF1","CSN1S1"
"40155","CPSF1","COPS5"
"40156","CPSF1","COPS2"
"40158","SAP130","SF3B1"
"40159","SAP130","CUL1"
"40163","VHL","SAP130"
"40165","VHL","TCEB2"
"40166","SAP130","VHL"
"40167","SAP130","TCEB2"
"40168","CUL1","SKP2"
"40169","CUL1","CAND1"
"40170","CUL1","COPS8"
"40173","NUMB","TP53"
"40174","NUMB","MDM2"
"40175","MDM2","NUMB"
"40176","MDM2","TP53"
"40177","MDM2","TP53"
"40178","MDM2","NUMB"
"40179","TP53","MDM2"
"40180","TP53","NUMB"
"40181","SMAD3","UBC"
"40182","GSK3B","SMAD3"
"40183","SMAD3","GSK3B"
"40184","GLE1","EIF3F"
"40186","CREBBP","TP53"
"40187","TP53","MDM2"
"40188","MDM2","TP53"
"40193","USP5","UBC"
"40194","GUCY1A2","UBC"
"40196","GUCY1A2","HSPA4"
"40197","GUCY1A2","HSP90AA1"
"40201","TRAF6","UBC"
"40202","CDT1","CDC23"
"40203","CDT1","ANAPC5"
"40204","CDT1","SMARCA5"
"40205","CDT1","BAZ1B"
"40206","CDT1","PCNA"
"40207","CDT1","MCM4"
"40208","CDT1","MCM6"
"40209","CDT1","GRWD1"
"40210","CDT1","NPM1"
"40211","CDT1","KPNA2"
"40212","CDT1","KPNB1"
"40214","CDT1","ANAPC7"
"40215","CDT1","CDC23"
"40216","CDT1","ANAPC7"
"40217","CDT1","SMARCA5"
"40218","CDT1","BAZ1B"
"40219","CDT1","PCNA"
"40220","CDT1","MCM4"
"40221","CDT1","MCM7"
"40222","CDT1","GRWD1"
"40223","CDT1","NPM1"
"40224","CDT1","SKP2"
"40225","CDT1","CDC6"
"40226","CDT1","GMNN"
"40228","CDT1","TOP2A"
"40229","CDT1","CDC20"
"40230","CDT1","TOP2A"
"40231","CDT1","PCNA"
"40233","CDT1","TOP2A"
"40234","CDT1","SMARCA5"
"40235","GRWD1","CDT1"
"40236","CDT1","E2F1"
"40237","CDT1","FZR1"
"40238","CDT1","FZR1"
"40239","PCNA","Polk"
"40240","PCNA","Polk"
"40242","POLR2A","UBE2L3"
"40244","EGFR","UBC"
"40245","EGFR","CBL"
"40246","EGFR","NCAM1"
"40250","OTUD5","TRAF3"
"40251","TRAF3","UBC"
"40252","TRAF3","TBK1"
"40253","OTUD5","UBC"
"40254","RNF125","UBC"
"40255","RNF125","UBC"
"40257","PIAS3","UBC"
"40259","TAB2","CNTN2"
"40260","UBC","CNTN2"
"40262","VHL","HIF1A"
"40263","HIF1A","VHL"
"40265","UBC","USP3"
"40266","UBC","USP5"
"40269","DLG1","UBC"
"40271","KAT2B","TP53"
"40278","SPRED1","TESK1"
"40279","SPRY1","TESK1"
"40280","SPRY2","TESK1"
"40281","SPRY3","TESK1"
"40282","SPRY4","TESK1"
"40283","SPRED2","TESK1"
"40284","GRB2","SPRY2"
"40285","SPRY2","PPP2CA"
"40286","SPRY2","CBL"
"40287","HIF1A","UBC"
"40288","HIF1A","VHL"
"40289","EGFR","UBC"
"40290","EGFR","CBL"
"40291","EGFR","GRB2"
"40292","GRB2","CBL"
"40293","VHL","EPAS1"
"40294","UBC","TP53"
"40299","AQP2","UBC"
"40303","UBC","TP63"
"40306","ESR2","UBC"
"40307","ESR2","UBE3A"
"40308","TAL1","UBC"
"40309","SKP2","TAL1"
"40313","GRIN2B","UBC"
"40314","MAPT","HSPA8"
"40321","JUN","UBC"
"40322","RCHY1","RCHY1"
"40323","RCHY1","PLAGL2"
"40324","CXCR4","UBC"
"40325","ITCH","ARRB2"
"40327","ITCH","ARRB2"
"40328","IRF1","UBC"
"40329","HIF1A","Vhl"
"40330","UBC","CNTN2"
"40331","TRAF6","UBC"
"40332","UBE2N","CNTN2"
"40333","CNTN2","UBE2N"
"40334","IKBKG","CNTN2"
"40335","LAT","UBC"
"40336","CD4","UBC"
"40337","UBC","CD4"
"40340","NR1H3","UBC"
"40341","TP53","UBC"
"40342","PPM1D","MDM2"
"40343","MDM2","PPM1D"
"40344","TP53","MDM2"
"40345","MDM2","MDM2"
"40346","UBC","MDM2"
"40347","USP7","MDM2"
"40348","UHRF1","DNMT1"
"40349","UHRF1","DNMT1"
"40350","UHRF1","DNMT1"
"40354","DNMT1","UHRF1"
"40356","OS9","TRPV4"
"40357","TRPV4","OS9"
"40358","TRPV1","OS9"
"40359","TRPV4","UBC"
"40360","USP7","PDCD6IP"
"40361","NFE2L2","UBC"
"40362","TRAF2","UBC"
"40363","UBC","BCL3"
"40364","CHUK","CUL1"
"40365","RANBP2","Ube2i"
"40366","RANBP2","Psmd4"
"40367","RANBP2","Psmc6"
"40368","RANBP2","Psmd1"
"40369","NHLRC1","AGL"
"40370","AGL","UBC"
"40371","MDM2","TP53"
"40372","TP53","MDM2"
"40373","TP53","UBC"
"40374","KIT","GRB2"
"40375","KIT","Ubc"
"40376","SQSTM1","Shank1"
"40378","SQSTM1","Grin2a"
"40380","SQSTM1","Chrna7"
"40381","SOCS2","SOCS1"
"40382","SOCS1","UBC"
"40383","SMURF1","UBC"
"40384","MAPKAPK3","UBC"
"40385","MAPKAPK5","UBC"
"40386","NLK","UBC"
"40387","TRIM41","PRKCA"
"40388","TRIM41","PRKCA"
"40389","TUBG1","CNTN2"
"40390","CNTN2","TUBG1"
"40391","IKBKG","TUBG1"
"40392","IKBKG","CNTN2"
"40393","CNTN2","IKBKG"
"40394","CNTN2","IKBKB"
"40395","CNTN2","CHUK"
"40396","CHUK","CNTN2"
